SYMBOL,PREOPEN,FINAL_PRICE,FINAL_QUANTITY,LAST_UPDATE,TOTAL_BUY_QTY,TOTAL_SELL_QTY,ADV_DECL
DIXON,13875,13875,25911,10-Jul-2026 09:07:58,52681,14682,BUY
TCS,2105.2,2105.2,88091,10-Jul-2026 09:07:58,220712,162613,BUY
INFY,1075,1075,57926,10-Jul-2026 09:07:58,163887,172354,SELL
PERSISTENT,4926.4,4926.4,5184,10-Jul-2026 09:07:58,11629,19223,SELL
HCLTECH,1173,1173,16670,10-Jul-2026 09:07:57,40316,214984,SELL
BHEL,388.9,388.9,56671,10-Jul-2026 09:07:58,121232,277921,SELL
COFORGE,1495.8,1495.8,15181,10-Jul-2026 09:07:58,41159,51088,SELL
OFSS,11340,11340,1760,10-Jul-2026 09:08:02,1825,2792,SELL
HINDALCO,976,976,22957,10-Jul-2026 09:07:58,40082,89967,SELL
KALYANKJIL,451.1,451.1,234210,10-Jul-2026 09:07:58,1039982,206222,BUY
SHRIRAMFIN,1049,1049,17838,10-Jul-2026 09:07:57,21253,50365,SELL
ASHOKLEY,157.71,157.71,60480,10-Jul-2026 09:07:58,406164,350609,BUY
DELHIVERY,524,524,36518,10-Jul-2026 09:07:58,40675,51942,SELL
DLF,670,670,64742,10-Jul-2026 09:07:59,135897,81544,BUY
NATIONALUM,355,355,73786,10-Jul-2026 09:07:57,92728,231156,SELL
TECHM,1448,1448,3287,10-Jul-2026 09:07:58,27049,23326,BUY
WIPRO,175.23,175.23,113377,10-Jul-2026 09:07:58,322114,876287,SELL
HINDZINC,536,536,21474,10-Jul-2026 09:07:58,119181,206553,SELL
JINDALSTEL,1044.4,1044.4,3563,10-Jul-2026 09:07:58,8909,10545,SELL
MPHASIS,2292.2,2292.2,5098,10-Jul-2026 09:07:58,14954,6260,BUY
NUVAMA,1960,1960,3261,10-Jul-2026 09:08:01,5046,17758,SELL
SAIL,168.08,168.08,29505,10-Jul-2026 09:07:58,113041,379488,SELL
TATAELXSI,3669,3669,848,10-Jul-2026 09:07:57,7582,12175,SELL
SWIGGY,284.6,284.6,110141,10-Jul-2026 09:07:58,248770,283740,SELL
VMM,118.19,118.19,9257,10-Jul-2026 09:08:11,119252,410496,SELL
LTM,3903.1,3903.1,3810,10-Jul-2026 09:08:02,5646,16684,SELL
MUTHOOTFIN,3096,3096,1222,10-Jul-2026 09:08:01,11214,6311,BUY
HAVELLS,1205.7,1205.7,7446,10-Jul-2026 09:07:58,25258,29714,SELL
ADANIGREEN,1505,1505,5609,10-Jul-2026 09:07:58,24981,69098,SELL
BPCL,312,312,22515,10-Jul-2026 09:07:58,118909,169302,SELL
NYKAA,328,328,10102,10-Jul-2026 09:08:02,21443,58320,SELL
PRESTIGE,1694,1694,2000,10-Jul-2026 09:08:01,6436,111853,SELL
ANGELONE,345.15,345.15,27974,10-Jul-2026 09:07:58,49128,184054,SELL
JUBLFOOD,434.15,434.15,4386,10-Jul-2026 09:07:58,31128,63288,SELL
GVT&D,4695,4695,1387,10-Jul-2026 09:07:58,5939,8797,SELL
YESBANK,23.9,23.9,316944,10-Jul-2026 09:07:57,1448563,3279162,SELL
NAUKRI,1215,1215,9679,10-Jul-2026 09:08:01,24841,29242,SELL
KPITTECH,554.05,554.05,3656,10-Jul-2026 09:07:58,56830,111475,SELL
CONCOR,462,462,2791,10-Jul-2026 09:07:57,29861,45142,SELL
PHOENIXLTD,2110.4,2110.4,3078,10-Jul-2026 09:08:02,3680,9558,SELL
TRENT,2934,2934,1304,10-Jul-2026 09:07:58,22332,51412,SELL
ADANIENSOL,1635,1635,3187,10-Jul-2026 09:08:11,17276,34987,SELL
ADANIPOWER,218.5,218.5,116500,10-Jul-2026 09:07:58,355213,821690,SELL
APLAPOLLO,1804,1804,400,10-Jul-2026 09:08:11,9374,12854,SELL
BAJAJHLDNG,10687,10687,160,10-Jul-2026 09:08:01,530,1352,SELL
MOTHERSON,144.2,144.2,32280,10-Jul-2026 09:08:01,146135,483385,SELL
PETRONET,279.8,279.8,5859,10-Jul-2026 09:08:02,22335,58492,SELL
RELIANCE,1291.9,1291.9,126280,10-Jul-2026 09:07:58,221273,418158,SELL
TATASTEEL,189.68,189.68,46051,10-Jul-2026 09:07:58,291659,572437,SELL
BANKINDIA,139.8,139.8,18820,10-Jul-2026 09:07:57,130098,234821,SELL
PNBHOUSING,1094,1094,428,10-Jul-2026 09:08:02,11449,18489,SELL
TMPV,334.55,334.55,17643,10-Jul-2026 09:07:57,163613,244170,SELL
GODREJPROP,2048.4,2048.4,571,10-Jul-2026 09:08:00,6323,10573,SELL
UNOMINDA,1165,1165,2935,10-Jul-2026 09:07:58,10019,24946,SELL
AMBUJACEM,432,432,2327,10-Jul-2026 09:08:11,31466,76535,SELL
BIOCON,407.2,407.2,6042,10-Jul-2026 09:07:58,45298,81243,SELL
OBEROIRLTY,1890.1,1890.1,1484,10-Jul-2026 09:08:01,8531,11717,SELL
PREMIERENE,1099,1099,6715,10-Jul-2026 09:08:01,16400,50264,SELL
VEDL,273.8,273.8,67322,10-Jul-2026 09:07:57,310808,369166,SELL
ALKEM,5699,5699,96,10-Jul-2026 09:07:58,735,3251,SELL
